gene_id	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	gene_biotype	Significance
HDAC7	5725.328675008652	1.2878393632227378	0.08743719791822248	14.72873552543641	4.2151914956659734e-49	1.547523253803849e-44	protein_coding	Significantly Upregulated
SLC25A1	660.9590983455179	1.434195824477851	0.1254069445894178	11.436334958748947	2.752700108085424e-30	5.0529939534070086e-26	protein_coding	Significantly Upregulated
LYZ	1725.7037416447733	-10.355871818842115	0.9214964110286915	-11.238103257810383	2.6501515086513923e-29	3.243167077903952e-25	protein_coding	Significantly Downregulated
PRRC2A.2	290.09788383145303	-26.43034826587258	2.5650555188642867	-10.304006315455885	6.758652907113587e-25	6.203260604471528e-21	NA	Significantly Downregulated
CD300E	127.39412741307333	-25.024506897412095	2.4368083841995825	-10.269378199645306	9.682671646942738e-25	7.109598483484176e-21	protein_coding	Significantly Downregulated
RHPN2	45.11115792872759	4.02652807559812	0.4030319608163968	9.990592476690514	1.6757710435305428e-23	1.0253763720189469e-19	protein_coding	Significantly Upregulated
LILRB2.2	57.205800835550036	-24.937021811874846	2.557286911714191	-9.751358636234976	1.8201576370734077e-22	9.546206761410858e-19	NA	Significantly Downregulated
OLMALINC	362.2772807049337	2.6934581218638276	0.28390773340654374	9.487089659537068	2.3757448515780923e-21	1.0902590091998313e-17	lncRNA	Significantly Upregulated
SMTN	539.8110432553475	2.846388584613235	0.30198663428438416	9.425544913132676	4.278780185160401e-21	1.745409521531042e-17	protein_coding	Significantly Upregulated
LILRA5	37.46431984575636	-24.358624857197317	2.593719338973505	-9.391388070089931	5.921466726243419e-21	2.1739480792057466e-17	protein_coding	Significantly Downregulated
LILRA5	37.46431984575636	-24.358624857197317	2.593719338973505	-9.391388070089931	5.921466726243419e-21	2.1739480792057466e-17	protein_coding	Significantly Downregulated
LILRA5	37.46431984575636	-24.358624857197317	2.593719338973505	-9.391388070089931	5.921466726243419e-21	2.1739480792057466e-17	protein_coding	Significantly Downregulated
LILRA5	37.46431984575636	-24.358624857197317	2.593719338973505	-9.391388070089931	5.921466726243419e-21	2.1739480792057466e-17	protein_coding	Significantly Downregulated
ENSG00000184441.4	292.19735781325875	-1.3313535166130201	0.14236936871780703	-9.351404228334541	8.64916801386993e-21	2.8866991390291523e-17	lncRNA	Significantly Downregulated
PEG13	246.75455848569834	-3.8965379640821216	0.4180298068283628	-9.32119648033133	1.1503564616299353e-20	3.5194197313183175e-17	lncRNA	Significantly Downregulated
FDFT1.1	2499.090997261527	1.965870954549274	0.2147343021932345	9.154899494260734	5.440843241397886e-20	1.4267834137245755e-16	NA	Significantly Upregulated
IFITM3	329.2778207809174	1.7002939396216066	0.1885327949427611	9.018557965672864	1.9058135089634345e-19	4.664542090304971e-16	protein_coding	Significantly Upregulated
LINC00402	259.19451400712916	-6.948531037561207	0.7738432076681135	-8.979249244171564	2.726205617616202e-19	6.255449177471477e-16	lncRNA	Significantly Downregulated
NOA1	696.5933937260594	1.0294426501534977	0.11506262795043254	8.946802871536777	3.6592693410273696e-19	7.902515018655166e-16	protein_coding	Significantly Upregulated
ACAT2	733.7717972777497	1.9035056060304296	0.21559698431880323	8.828999218355095	1.0561646062892248e-18	2.154165066149795e-15	protein_coding	Significantly Upregulated
MIR29B2CHG	1247.2175638022059	-2.0968177275030397	0.23838515701546695	-8.795924015382358	1.4187557808072458e-18	2.741409525304022e-15	lncRNA	Significantly Downregulated
